Date,Time,Temperature,Humidity,Pressure,Light
2021-04-19,11:49:11.542612,30.90833282470703,33.162696838378906,982.15625,796.786
2021-04-19,11:49:22.839385,30.872272491455078,33.10177993774414,982.138671875,797.396
2021-04-19,11:49:33.972232,30.81818199157715,32.915443420410156,982.154052734375,795.849
2021-04-19,11:49:45.117471,30.691970825195312,32.997859954833984,982.142578125,794.64
2021-04-19,11:49:56.252031,30.782121658325195,33.21644592285156,982.138427734375,795.135
2021-04-19,11:50:07.658257,30.836212158203125,32.71118927001953,982.12255859375,795.98
2021-04-19,11:50:18.789512,30.836212158203125,33.07311248779297,982.112548828125,795.866
2021-04-19,11:50:29.929095,30.74605941772461,32.78285598754883,982.1865234375,793.885
2021-04-19,11:50:41.087120,30.800151824951172,33.21286392211914,982.129150390625,796.201
2021-04-19,11:50:52.218254,30.782121658325195,33.517452239990234,982.101806640625,795.592
2021-04-19,11:51:03.345716,30.673938751220703,33.151947021484375,982.13818359375,796.086
2021-04-19,11:51:14.495517,30.691970825195312,33.15911102294922,982.128173828125,794.419
2021-04-19,11:51:25.629105,30.81818199157715,33.04085922241211,982.1572265625,795.902
2021-04-19,11:51:36.755981,30.74605941772461,33.277366638183594,982.101806640625,795.78
2021-04-19,11:51:47.881743,30.74605941772461,33.08027648925781,982.12646484375,795.728
2021-04-19,11:51:59.006966,30.81818199157715,33.16627883911133,982.144287109375,796.05
2021-04-19,11:52:10.153243,30.800151824951172,33.237945556640625,982.09375,796.221
2021-04-19,11:52:21.281328,30.836212158203125,33.41353225708008,982.077392578125,795.899
2021-04-19,11:52:32.406226,30.836212158203125,33.01935958862305,982.11767578125,794.527
2021-04-19,11:52:43.566669,30.836212158203125,32.79719161987305,982.117919921875,795.577
2021-04-19,11:52:54.699529,30.800151824951172,33.144779205322266,982.076171875,795.386
2021-04-19,11:53:05.821775,30.709999084472656,32.95486068725586,982.08837890625,794.409
2021-04-19,11:53:16.970211,30.872272491455078,33.06952667236328,982.08837890625,795.88
2021-04-19,11:53:28.098121,30.872272491455078,33.43861770629883,982.06787109375,795.188
2021-04-19,11:53:39.227735,30.728031158447266,33.48878479003906,982.072021484375,796.705
2021-04-19,11:53:50.371899,30.782121658325195,33.06952667236328,982.07470703125,795.361
2021-04-19,11:54:01.502940,30.890304565429688,33.151947021484375,982.0908203125,796.178
2021-04-19,11:54:12.634482,30.800151824951172,32.915443420410156,982.11767578125,796.494
2021-04-19,11:54:23.782507,30.81818199157715,33.09461212158203,982.107177734375,793.451
2021-04-19,11:54:34.909531,30.8542423248291,33.06236267089844,982.147705078125,793.745
2021-04-19,11:54:46.038885,30.74605941772461,33.06594467163086,982.126953125,796.002
2021-04-19,11:54:57.166461,30.76409149169922,33.06952667236328,982.068359375,794.257
2021-04-19,11:55:08.710215,30.800151824951172,32.94769287109375,982.091064453125,794.597
2021-04-19,11:55:19.910014,30.782121658325195,32.95844268798828,982.10400390625,794.945
2021-04-19,11:55:31.042986,30.8542423248291,33.22003173828125,982.078857421875,794.07
2021-04-19,11:55:42.177389,30.836212158203125,33.2343635559082,982.096435546875,796.088
2021-04-19,11:55:53.302787,30.800151824951172,32.85810852050781,982.0908203125,794.888
2021-04-19,11:56:04.519373,30.728031158447266,33.20928192138672,982.0703125,795.34
2021-04-19,11:56:15.649821,30.944393157958984,33.31319808959961,982.087158203125,796.244
2021-04-19,11:56:26.778631,30.800151824951172,33.384864807128906,982.0869140625,795.391
2021-04-19,11:56:37.908425,30.81818199157715,33.17344665527344,982.11328125,793.182
2021-04-19,11:56:49.035517,30.836212158203125,32.98711013793945,982.102783203125,794.708
2021-04-19,11:57:00.160974,30.836212158203125,32.736270904541016,982.09814453125,794.524
2021-04-19,11:57:11.319781,30.800151824951172,33.19852828979492,982.079833984375,794.623
2021-04-19,11:57:22.451954,30.92636489868164,33.32394790649414,982.104248046875,794.813
2021-04-19,11:57:33.581522,30.836212158203125,33.298866271972656,982.134765625,794.365
2021-04-19,11:57:44.714237,30.836212158203125,33.19852828979492,982.10546875,795.252
2021-04-19,11:57:55.840263,30.872272491455078,33.09819412231445,982.09521484375,794.819
2021-04-19,11:58:07.096146,30.90833282470703,33.521034240722656,982.071044921875,796.652
2021-04-19,11:58:18.227566,30.836212158203125,33.07669448852539,982.080810546875,796.317
2021-04-19,11:58:29.353298,30.872272491455078,33.1949462890625,982.062255859375,795.237
2021-04-19,11:58:40.481903,30.800151824951172,33.11252975463867,982.118408203125,793.808
2021-04-19,11:58:51.609858,30.76409149169922,33.255863189697266,982.113037109375,796.974
2021-04-19,11:59:02.738372,30.890304565429688,33.137611389160156,982.095947265625,796.887
2021-04-19,11:59:13.881525,30.8542423248291,33.363365173339844,982.093505859375,794.909
2021-04-19,11:59:25.051953,30.836212158203125,33.06952667236328,982.12744140625,794.373
2021-04-19,11:59:36.177056,30.872272491455078,33.16627883911133,982.043212890625,796.583
2021-04-19,11:59:47.322046,30.944393157958984,33.015777587890625,982.078857421875,795.909
2021-04-19,11:59:58.452072,30.872272491455078,33.21644592285156,982.0546875,795.061
2021-04-19,12:00:09.619344,30.81818199157715,32.736270904541016,982.1171875,796.242
2021-04-19,12:00:20.746141,30.81818199157715,32.596519470214844,982.06640625,795.601
2021-04-19,12:00:31.913063,30.890304565429688,32.44960021972656,982.107421875,795.573
2021-04-19,12:00:43.039527,30.944393157958984,33.141197204589844,982.076904296875,797.08
2021-04-19,12:00:54.166854,30.836212158203125,33.3956184387207,982.104736328125,793.814
